,len,freq,err,condition,pred,Acc,new_standard
859,1,0.584,0.194,"F_FRUIT %in% c('3','4','5','6','7')",0,0.806,0.470704
337,1,0.596,0.213,"F_VEG %in% c('1','4','5','6','7')",0,0.787,0.469052
2693,1,0.583,0.197,"INT_WD_MM %in% c('0','1')",0,0.803,0.468149
5001,3,0.534,0.125,"WC_MN_M03 %in% c('0','9999') & O_BR_FQ %in% c('1','3','4','5','6','7','8','9','10') & HW_S_R %in% c('2','3','4','7','10')",0,0.875,0.46725
668,1,0.599,0.222,"E_S_RCRD %in% c('3','4','5')",0,0.778,0.466022
506,1,0.597,0.221,"PR_HT %in% c('2','3','5')",0,0.779,0.465063
1728,2,0.566,0.179,"PR_HT %in% c('1','2') & F_CAFFEINE %in% c('1','4','5','6','7')",0,0.821,0.464686
537,1,0.593,0.219,"PR_HT %in% c('2','3')",0,0.781,0.463133
2178,1,0.584,0.213,"E_EDU_F %in% c('1','2','3','4')",0,0.787,0.459608
2301,1,0.583,0.212,"PR_HT %in% c('1','3','4','5')",0,0.788,0.459404
5043,2,0.574,0.202,"I_SB_EX %in% c('1','2') & AC_ACCESS %in% c('1','2')",0,0.798,0.458052
4484,2,0.54,0.152,"WC_MN %in% c('1','4') & TC_GHW_QT %in% c('3','4','9999')",0,0.848,0.45792
5002,3,0.523,0.125,"WC_MN_M03 %in% c('0','9999') & O_BR_FQ %in% c('1','3','4','5','6','7','8','9','10') & HW_S_R %in% c('2','3','4','5','6','9')",0,0.875,0.457625
767,1,0.579,0.211,"E_SES %in% c('3','4','5')",0,0.789,0.456831
1148,1,0.579,0.211,"PR_HT %in% c('1','3','4')",0,0.789,0.456831
4105,2,0.526,0.134,"WC_MN_M03 %in% c('0','9999') & E_EDU_M %in% c('1','2','4','8888','9999')",0,0.866,0.455516
150,1,0.575,0.208,"TC_GHW_QT %in% c('1','2','3','9999')",0,0.792,0.4554
916,1,0.575,0.208,"E_EDU_M %in% c('1','2','8888','9999')",0,0.792,0.4554
913,1,0.577,0.213,"F_FRUIT %in% c('2','3')",0,0.787,0.454099
1211,1,0.569,0.202,"F_MILK %in% c('1','4','5','6','7')",0,0.798,0.454062
5943,2,0.519,0.128,"WC_MN_M03 %in% c('0','9999') & O_SYMP2 %in% c('0')",0,0.872,0.452568
4967,1,0.574,0.212,"E_EDU_F %in% c('2','3','4')",0,0.788,0.452312
3275,2,0.52,0.131,"WC_MN_M03 %in% c('0','9999') & HW_S_R %in% c('2','3','5')",0,0.869,0.45188
23,1,0.571,0.21,"F_CS %in% c('2','3')",0,0.79,0.45109
113,1,0.568,0.206,"E_EDU_M %in% c('2','8888','9999')",0,0.794,0.450992
5412,1,0.565,0.208,"M_SLP_EN %in% c('2','4','5')",0,0.792,0.44748
3417,1,0.566,0.21,"TC_GHW_QT %in% c('1','2','4')",0,0.79,0.44714
2712,1,0.564,0.212,"E_EDU_F %in% c('1','2','8888','9999')",0,0.788,0.444432
174,1,0.56,0.207,F_FASTFOOD %in% c('2'),0,0.793,0.44408
4690,2,0.554,0.202,"I_SCH_ED2 %in% c('2') & RH_DG_YR %in% c('1','9999')",0,0.798,0.442092
224,1,0.516,0.144,"WC_MN_M06 %in% c('1','9999')",0,0.856,0.441696
1315,1,0.551,0.201,"O_BR_FQ %in% c('1','2','4','5','6','7','8','9','10')",0,0.799,0.440249
4212,1,0.551,0.205,"INT_WD_MM %in% c('0','2')",0,0.795,0.438045
38,1,0.51,0.142,WC_MN_M06 %in% c('9999'),0,0.858,0.43758
307,1,0.51,0.142,WC_MN %in% c('1'),0,0.858,0.43758
2052,1,0.51,0.142,WC_MN_M03 %in% c('9999'),0,0.858,0.43758
962,2,0.529,0.173,"PR_HT %in% c('1','2') & PA_MSC %in% c('2','3','4','5','6')",0,0.827,0.437483
3543,1,0.554,0.211,"E_EDU_F %in% c('2','8888','9999')",0,0.789,0.437106
4777,2,0.502,0.13,"WC_MN_M03 %in% c('0','9999') & E_FM_YBS_8 %in% c('8','8888')",0,0.87,0.43674
5746,1,0.547,0.202,"E_EDU_M %in% c('1','4','8888','9999')",0,0.798,0.436506
1103,3,0.492,0.116,"WC_MN_M03 %in% c('0','9999') & O_SYMP6 %in% c('0') & ECZ_DG_LT %in% c('1')",0,0.884,0.434928
4469,1,0.549,0.208,"E_EDU_M %in% c('1','2','8888')",0,0.792,0.434808
4762,1,0.573,0.242,AGE>3.5,0,0.758,0.434334
3034,3,0.486,0.107,"PR_HT %in% c('1','2') & F_FASTFOOD %in% c('2','3','4','5','6','7') & WC_MN_M03 %in% c('0','9999')",0,0.893,0.433998
1255,2,0.547,0.208,"M_SLP_EN %in% c('3','4','5') & O_OCP3 %in% c('9999')",0,0.792,0.433224
715,1,0.538,0.199,"O_BR_FQ %in% c('2','4','5','6','7','8','9','10')",0,0.801,0.430938
2395,3,0.483,0.108,"PR_HT %in% c('1','2') & WC_MN_M03 %in% c('0','9999') & ECZ_DG_LT %in% c('1')",0,0.892,0.430836
2409,2,0.549,0.216,"O_SLNT %in% c('1') & PR_OH %in% c('1','3','4','5')",0,0.784,0.430416
342,1,0.542,0.206,"E_EDU_M %in% c('2','8888')",0,0.794,0.430348
5615,2,0.543,0.209,"TC_SND_H %in% c('1','2','4','5','6','7','8') & E_SES %in% c('3','4','5')",0,0.791,0.429513
3771,2,0.497,0.136,"WC_MN_M03 %in% c('0','9999') & HW_S_R %in% c('1','2','4','5')",0,0.864,0.429408
4834,2,0.494,0.134,"WC_MN_M03 %in% c('0','9999') & E_EDU_F %in% c('2','4','8888')",0,0.866,0.427804
695,1,0.535,0.201,"PR_HT %in% c('1','3','5')",0,0.799,0.427465
876,1,0.536,0.206,O_OCP5 %in% c('5'),0,0.794,0.425584
2509,2,0.52,0.183,"PA_VIG %in% c('1','2','4','5','6') & PA_MSC %in% c('2','3','4','5','6')",0,0.817,0.42484
549,1,0.53,0.199,"PR_HT %in% c('1','3')",0,0.801,0.42453
3788,2,0.556,0.238,"HW_SPRM_H %in% c('1','2') & GRADE %in% c('3','4','5','6')",0,0.762,0.423672
594,2,0.485,0.131,"PR_HT %in% c('1','2') & WC_MN %in% c('1','4')",0,0.869,0.421465
2154,1,0.539,0.223,F_CS_F07 %in% c('9999'),0,0.777,0.418803
1286,1,0.525,0.204,"TC_GHW_QT %in% c('2','3','9999')",0,0.796,0.4179
1788,2,0.464,0.101,"PA_MSC %in% c('2','3','4','5','6') & WC_MN_M03 %in% c('0','9999')",0,0.899,0.417136
1382,2,0.522,0.203,"HW_SPGO_H %in% c('1','2') & I_SB_BK %in% c('3','4','5')",0,0.797,0.416034
41,1,0.52,0.202,"F_CS %in% c('1','3')",0,0.798,0.41496
3331,1,0.515,0.197,"E_EDU_F %in% c('4','8888')",0,0.803,0.413545
2599,1,0.513,0.194,HW_SPGO_H %in% c('1'),0,0.806,0.413478
3302,1,0.53,0.22,"PA_TOT %in% c('1','2','3')",0,0.78,0.4134
283,1,0.507,0.185,"PA_MSC %in% c('2','4','5','6')",0,0.815,0.413205
2416,2,0.523,0.211,"TC_GHW_QT %in% c('1','3','4','9999') & E_SES %in% c('3','4','5')",0,0.789,0.412647
253,1,0.519,0.205,"TC_GHW_QT %in% c('3','4')",0,0.795,0.412605
6016,1,0.517,0.202,"PA_SWK_S %in% c('0','1','2')",0,0.798,0.412566
4214,2,0.46,0.105,"WC_MN_M03 %in% c('0','9999') & AGE<=4.5",0,0.895,0.4117
5624,2,0.478,0.139,"WC_MN_M03 %in% c('0','9999') & HW_EDU %in% c('1')",0,0.861,0.411558
1399,2,0.468,0.121,"WC_MN %in% c('1','3','4') & O_DC_FQ %in% c('2','3','4','5')",0,0.879,0.411372
1776,1,0.511,0.198,F_EDU %in% c('2'),0,0.802,0.409822
1919,2,0.487,0.161,"F_WAT %in% c('1','2','4','5') & WC_MN %in% c('1','4')",0,0.839,0.408593
2444,1,0.509,0.201,I_SB_EX %in% c('2'),0,0.799,0.406691
2038,1,0.528,0.23,"PA_MSC %in% c('1','2')",0,0.77,0.40656
6092,2,0.515,0.212,"HW_S_R %in% c('1','2','5','7') & I_SB_BK %in% c('1','3','4','5')",0,0.788,0.40582
3130,2,0.509,0.204,"HW_S_R %in% c('2','3','5','6') & E_FM_YBS_8 %in% c('8888','9999')",0,0.796,0.405164
2497,1,0.508,0.206,HW_S_R %in% c('2'),0,0.794,0.403352
1727,3,0.447,0.103,"PR_HT %in% c('1','2') & PA_TOT %in% c('2','3','4','5','6','7','8') & WC_MN_M03 %in% c('0','9999')",0,0.897,0.400959
29,1,0.506,0.21,"PA_SWK_S %in% c('2','4','5','6','7','8','9','10','11')",0,0.79,0.39974
568,1,0.511,0.22,"INT_WK_MM %in% c('3','4','5','6','7','8','9','10')",0,0.78,0.39858
2188,3,0.482,0.177,"PR_HT %in% c('1','2') & F_CAFFEINE %in% c('1','3') & PA_MSC %in% c('1','3','4','5','6')",0,0.823,0.396686
1922,2,0.453,0.127,"WC_MN_M03 %in% c('0','9999') & I_SB_EX %in% c('1','2')",0,0.873,0.395469
5619,3,0.443,0.108,"PR_HT %in% c('1','2') & PA_SWK_S %in% c('1','2','3','4','5','6','7','8','9','10','11') & WC_MN_M03 %in% c('0','9999')",0,0.892,0.395156
4240,2,0.451,0.125,"WC_MN %in% c('1','3','4') & HW_SPRM_H %in% c('1')",0,0.875,0.394625
4279,1,0.489,0.193,"INT_WK_MM %in% c('0','1','2')",0,0.807,0.394623
5102,2,0.483,0.183,"AGE<=5.5 & E_FM_GM_6 %in% c('6','8888')",0,0.817,0.394611
28,1,0.494,0.203,"PA_SWK_S %in% c('0','1','3')",0,0.797,0.393718
4108,2,0.48,0.18,"PR_HT %in% c('1','2') & F_FASTFOOD %in% c('2','4','5','6','7')",0,0.82,0.3936
5322,2,0.453,0.132,"WC_MN_M03 %in% c('0','9999') & HW_S_R %in% c('2','4','6','10')",0,0.868,0.393204
5008,3,0.439,0.106,"PR_HT %in% c('1','2') & WC_MN_M03 %in% c('0','9999') & HW_SPRM_H %in% c('1','3','4')",0,0.894,0.392466
1908,2,0.453,0.134,"WC_MN_M03 %in% c('0','9999') & INT_WK_MM %in% c('1','2','4','5','6','7','8','9','10')",0,0.866,0.392298
1941,3,0.482,0.194,"PR_OH %in% c('2','3','4','5') & HW_S_R %in% c('1','2','6','7','9','10') & E_EDU_M %in% c('1','3','8888')",0,0.806,0.388492
135,1,0.491,0.212,"I_SB_EX %in% c('1','3','4','5')",0,0.788,0.386908
4424,2,0.432,0.105,"PA_ST %in% c('2','3','4','5') & WC_MN_M03 %in% c('0','9999')",0,0.895,0.38664
397,1,0.472,0.181,"PA_MSC %in% c('3','4','5','6')",0,0.819,0.386568
5679,2,0.439,0.12,"WC_MN_M03 %in% c('0','9999') & INT_WD_MM %in% c('0','1')",0,0.88,0.38632
1035,3,0.43,0.104,"PR_HT %in% c('1','2') & F_BR %in% c('2','4','5','6','7','8') & WC_MN_M03 %in% c('0','9999')",0,0.896,0.38528
1463,1,0.489,0.215,F_EDU %in% c('1'),0,0.785,0.383865
2772,1,0.484,0.207,"TC_GHW_QT %in% c('1','3','9999')",0,0.793,0.383812
5444,3,0.444,0.136,"WC_MN_M03 %in% c('0','9999') & HW_S_R %in% c('1','2','4','5','7','9') & INT_WD_MM %in% c('0','2','3','4','5')",0,0.864,0.383616
1006,1,0.48,0.201,PR_OH %in% c('3'),0,0.799,0.38352
595,3,0.429,0.108,"PR_HT %in% c('1','2') & WC_MN_M03 %in% c('0','9999') & HW_SPGO_H %in% c('1','3','4')",0,0.892,0.382668
1965,3,0.48,0.206,"O_BR_FQ %in% c('3','4','5','6','7','8','9','10') & HW_S_R %in% c('1','2','5','6','7','10') & I_SB_BK %in% c('3','4','5')",0,0.794,0.38112
62,1,0.483,0.211,"PA_SWK_S %in% c('3','4','5','6','7','8','9','10','11')",0,0.789,0.381087
2385,1,0.493,0.228,"PA_MSC %in% c('1','3')",0,0.772,0.380596
5125,2,0.441,0.139,"WC_MN_M03 %in% c('0','9999') & E_SES %in% c('3','4','5')",0,0.861,0.379701
1007,1,0.471,0.194,"O_BR_FQ %in% c('1','4','5','6','7','8','9','10')",0,0.806,0.379626
44,1,0.48,0.211,"F_CS %in% c('2','4','5','6','7')",0,0.789,0.37872
1904,2,0.477,0.211,"HW_S_R %in% c('1','2','4','6','7','8','9','10') & E_SES %in% c('3','4','5')",0,0.789,0.376353
2718,2,0.495,0.24,"O_EDU %in% c('1') & GRADE %in% c('3','4','5','6')",0,0.76,0.3762
2904,1,0.461,0.184,"PA_VIG %in% c('4','5','6')",0,0.816,0.376176
3645,2,0.434,0.134,"WC_MN_M03 %in% c('0','9999') & E_EDU_M %in% c('1','2','8888','9999')",0,0.866,0.375844
2489,2,0.435,0.137,"WC_MN %in% c('1','3','4') & TC_GHW_QT %in% c('1','2','3','9999')",0,0.863,0.375405
310,1,0.461,0.187,F_CS_F07 %in% c('7'),0,0.813,0.374793
5171,1,0.475,0.215,"E_EDU_F %in% c('2','3','9999')",0,0.785,0.372875
1909,2,0.429,0.134,"WC_MN_M03 %in% c('0','9999') & E_EDU_M %in% c('2','8888','9999')",0,0.866,0.371514
4920,1,0.464,0.2,"E_LT_F %in% c('2','8888','9999')",0,0.8,0.3712
924,3,0.428,0.133,"WC_MN_M03 %in% c('0','9999') & O_BR_FQ %in% c('1','3','4','5','6','7','8','9','10') & I_SCH_ED5 %in% c('9999')",0,0.867,0.371076
550,1,0.47,0.215,"PR_HT %in% c('2','4','5')",0,0.785,0.36895
3392,1,0.464,0.207,O_OCP5 %in% c('9999'),0,0.793,0.367952
18,1,0.455,0.194,"O_DC_FQ %in% c('2','4','5')",0,0.806,0.36673
1257,1,0.458,0.2,E_SES %in% c('3'),0,0.8,0.3664
694,1,0.465,0.213,"PR_HT %in% c('2','4')",0,0.787,0.365955
495,2,0.474,0.23,"HW_SPGO_H %in% c('1','3','4') & GRADE %in% c('2','4','5','6')",0,0.77,0.36498
367,2,0.425,0.142,"WC_MN %in% c('1') & HW_S_R %in% c('2','3','4','5','6','7','10')",0,0.858,0.36465
5891,2,0.418,0.129,"WC_MN_M03 %in% c('0','9999') & E_LT_F %in% c('1','9999')",0,0.871,0.364078
5528,3,0.455,0.201,"HW_S_R %in% c('1','2','3','4','5','6','7') & I_SB_BK %in% c('3','4','5') & TC_SND_H %in% c('1','2')",0,0.799,0.363545
345,1,0.458,0.207,"E_EDU_M %in% c('1','3','4','9999')",0,0.793,0.363194
732,2,0.418,0.132,"WC_MN_M03 %in% c('0','9999') & E_EDU_M %in% c('1','4','8888','9999')",0,0.868,0.362824
786,2,0.473,0.234,"GRADE %in% c('3','4','5','6') & E_EDU_M %in% c('1','2','4','8888','9999')",0,0.766,0.362318
5005,2,0.419,0.136,"WC_MN_M03 %in% c('0','9999') & E_EDU_F %in% c('2','8888','9999')",0,0.864,0.362016
4050,1,0.483,0.251,"GRADE %in% c('4','5','6')",0,0.749,0.361767
5811,1,0.461,0.216,"E_EDU_F %in% c('1','2','3')",0,0.784,0.361424
3741,1,0.427,0.159,AGE<=3.5,0,0.841,0.359107
3958,1,0.451,0.205,"E_EDU_M %in% c('3','4','9999')",0,0.795,0.358545
2768,1,0.453,0.211,"E_EDU_M %in% c('2','3')",0,0.789,0.357417
4203,1,0.444,0.197,"F_MILK %in% c('4','5','6','7')",0,0.803,0.356532
5320,2,0.422,0.157,"WC_MN_M03 %in% c('0','9999') & AGE>3.5",0,0.843,0.355746
1092,1,0.449,0.209,"INT_WD_MM %in% c('1','3','4','5')",0,0.791,0.355159
3862,2,0.465,0.24,"RH_DG_YR %in% c('1','9999') & AGE>3.5",0,0.76,0.3534
3001,1,0.449,0.213,O_BR_FQ %in% c('3'),0,0.787,0.353363
25,1,0.484,0.273,WC_MN_M06 %in% c('0'),0,0.727,0.351868
734,3,0.386,0.09,"PR_HT %in% c('1','2') & PA_MSC %in% c('2','3','4','5','6') & WC_MN_M03 %in% c('0','9999')",0,0.91,0.35126
292,1,0.44,0.205,"F_FASTFOOD %in% c('1','3','4','5','6','7')",0,0.795,0.3498
661,3,0.401,0.129,"PR_HT %in% c('1','2') & PA_MSC %in% c('1','3','4','5','6') & WC_MN %in% c('1','4')",0,0.871,0.349271
1222,2,0.402,0.132,"WC_MN_M03 %in% c('0','9999') & TC_GHW_QT %in% c('2','3','9999')",0,0.868,0.348936
2108,2,0.431,0.193,"HW_S_R %in% c('2','3','6','9','10') & INT_WD_MM %in% c('0','1')",0,0.807,0.347817
4765,2,0.433,0.2,"TC_SND_H %in% c('1','3') & E_EDU_M %in% c('2','8888','9999')",0,0.8,0.3464
1300,1,0.434,0.202,"TC_GHW_QT %in% c('3','9999')",0,0.798,0.346332
3748,2,0.435,0.213,"O_SLNT %in% c('1') & E_EDU_M %in% c('2','8888','9999')",0,0.787,0.342345
24,1,0.429,0.202,"F_CS %in% c('1','4','5','6','7')",0,0.798,0.342342
4449,2,0.439,0.221,"GRADE %in% c('1','3','4','5','6') & E_LT_F %in% c('1')",0,0.779,0.341981
2560,1,0.426,0.199,"E_EDU_F %in% c('1','8888','9999')",0,0.801,0.341226
1605,2,0.385,0.114,"WC_MN_M03 %in% c('0','9999') & HW_SPGO_H %in% c('1')",0,0.886,0.34111
3901,1,0.425,0.199,"E_EDU_M %in% c('1','8888','9999')",0,0.801,0.340425
917,1,0.423,0.197,"F_FRUIT %in% c('1','4','5','6','7')",0,0.803,0.339669
2653,1,0.431,0.212,"F_MILK %in% c('2','3')",0,0.788,0.339628
2472,1,0.425,0.204,"E_EDU_M %in% c('3','4')",0,0.796,0.3383
3711,1,0.425,0.204,TC_GHW_QT %in% c('4'),0,0.796,0.3383
585,1,0.421,0.201,"PR_HT %in% c('2','5')",0,0.799,0.336379
861,1,0.421,0.201,"E_SES %in% c('1','2')",0,0.799,0.336379
2255,2,0.383,0.122,"WC_MN_M03 %in% c('0','9999') & I_SB_EX %in% c('2')",0,0.878,0.336274
505,2,0.386,0.129,"WC_MN %in% c('1','3','4') & TC_GHW_QT %in% c('3','4')",0,0.871,0.336206
3117,1,0.418,0.196,"E_EDU_M %in% c('8888','9999')",0,0.804,0.336072
5290,2,0.437,0.232,"AGE>3.5 & E_EDU_F %in% c('1','3','8888','9999')",0,0.768,0.335616
5663,2,0.424,0.209,"INT_WD_MM %in% c('0','1','3','4','5') & E_LT_F %in% c('1')",0,0.791,0.335384
564,1,0.416,0.197,"E_EDU_F %in% c('8888','9999')",0,0.803,0.334048
1534,1,0.417,0.199,PR_HT %in% c('2'),0,0.801,0.334017
5669,2,0.397,0.159,"I_SB_FR %in% c('2','3','4','5') & AGE<=3.5",0,0.841,0.333877
5683,2,0.379,0.122,"WC_MN %in% c('1','4') & AGE<=4.5",0,0.878,0.332762
2664,3,0.373,0.109,"PR_HT %in% c('1','2') & WC_MN_M03 %in% c('0','9999') & I_SB_FR %in% c('2')",0,0.891,0.332343
4804,2,0.42,0.211,"INT_WK_MM %in% c('3','4','5','6','7','8','9','10') & E_EDU_F %in% c('1','3','4','8888')",0,0.789,0.33138
898,1,0.407,0.188,"PR_HT %in% c('1','4','5')",0,0.812,0.330484
502,1,0.403,0.185,"PR_HT %in% c('1','4')",0,0.815,0.328445
804,1,0.401,0.183,"E_S_RCRD %in% c('1','2')",0,0.817,0.327617
1890,2,0.41,0.207,"HW_SPRM_H %in% c('1','3','4') & HW_S_R %in% c('2','7')",0,0.793,0.32513
380,1,0.404,0.197,"F_VEG %in% c('2','3')",0,0.803,0.324412
853,1,0.416,0.224,"F_FRUIT %in% c('1','2')",0,0.776,0.322816
2519,1,0.411,0.215,"PA_SWD_N %in% c('3','4','5','6','7')",0,0.785,0.322635
4626,1,0.402,0.198,"E_EDU_F %in% c('1','8888')",0,0.802,0.322404
1486,3,0.359,0.102,"PR_HT %in% c('1','2') & WC_MN_M03 %in% c('0','9999') & HW_SPRM_H %in% c('1')",0,0.898,0.322382
1021,3,0.424,0.24,"HW_S_R %in% c('1','2','3','5','6','8','9') & INT_WK_MM %in% c('1','2','3','4','5','6','7','8','9','10') & GRADE %in% c('3','4','5','6')",0,0.76,0.32224
5264,2,0.378,0.153,"AGE<=3.5 & E_EDU_F %in% c('1','3','4','8888','9999')",0,0.847,0.320166
603,2,0.364,0.126,"PA_MSC %in% c('2','3','4','5','6') & WC_MN %in% c('1','4')",0,0.874,0.318136
211,1,0.397,0.2,"INT_WK_MM %in% c('0','3')",0,0.8,0.3176
5052,1,0.398,0.21,"I_SB_EX %in% c('3','4','5')",0,0.79,0.31442
604,1,0.392,0.199,"INT_WK_MM %in% c('0','2')",0,0.801,0.313992
4254,3,0.35,0.103,"PR_HT %in% c('1','2') & WC_MN_M03 %in% c('0','9999') & INT_WD_MM %in% c('0','1')",0,0.897,0.31395
308,2,0.362,0.136,"F_BR %in% c('2','4','5','6','7','8') & WC_MN %in% c('1')",0,0.864,0.312768
4539,2,0.359,0.129,"WC_MN_M03 %in% c('0','9999') & E_EDU_M %in% c('1','2','3','9999')",0,0.871,0.312689
1466,2,0.417,0.251,"HW_S_R %in% c('2','3','4','5','6','7','8','9') & GRADE %in% c('4','5','6')",0,0.749,0.312333
3367,4,0.399,0.218,"O_BR_FQ %in% c('1','3','4','5','6','7','8','9','10') & INT_WD_MM %in% c('1','2','3','4','5') & INT_WK_MM %in% c('0','2','3','4','5','6','7','8','9','10') & E_S_RCRD %in% c('1','3','4','5')",0,0.782,0.312018
158,2,0.359,0.133,"F_CAFFEINE %in% c('1') & WC_MN_M06 %in% c('1','9999')",0,0.867,0.311253
5067,2,0.358,0.131,"WC_MN_M03 %in% c('0','9999') & E_EDU_F %in% c('1','2','3','9999')",0,0.869,0.311102
11,1,0.395,0.214,F_CS %in% c('2'),0,0.786,0.31047
2607,3,0.353,0.126,"PR_HT %in% c('1','2') & F_BR %in% c('2','4','5','6','7','8') & WC_MN %in% c('1','4')",0,0.874,0.308522
959,1,0.392,0.215,"F_FRUIT %in% c('1','3')",0,0.785,0.30772
807,1,0.388,0.207,"HW_S_R %in% c('1','3','4','6','7','9','10')",0,0.793,0.307684
454,1,0.387,0.205,"PA_SWK_S %in% c('0','1')",0,0.795,0.307665
5170,2,0.354,0.133,"WC_MN %in% c('1','3','4') & E_EDU_F %in% c('2','3','9999')",0,0.867,0.306918
3761,2,0.385,0.204,"O_BR_FQ %in% c('1','2','4','5','6','7','8','9','10') & O_DC_FQ %in% c('1','3','4','5')",0,0.796,0.30646
4491,2,0.336,0.088,"PA_MSC %in% c('3','4','5','6') & WC_MN_M03 %in% c('0','9999')",0,0.912,0.306432
5189,3,0.343,0.107,"WC_MN_M03 %in% c('0','9999') & O_SYMP6 %in% c('0') & HW_SPML_S %in% c('1','2')",0,0.893,0.306299
4104,2,0.352,0.13,"WC_MN_M03 %in% c('0','9999') & E_SES %in% c('3')",0,0.87,0.30624
3295,1,0.378,0.193,I_SCH_ED5 %in% c('5'),0,0.807,0.305046
40,2,0.349,0.134,WC_MN_M06 %in% c('9999') & I_SCH_ED2 %in% c('2'),0,0.866,0.302234
4827,1,0.382,0.21,"F_FASTFOOD %in% c('1','3')",0,0.79,0.30178
4320,2,0.337,0.112,"WC_MN_M03 %in% c('0','9999') & O_BR_FQ %in% c('4','5','6','7','8','9','10')",0,0.888,0.299256
3527,2,0.331,0.096,"WC_MN_M03 %in% c('0','9999') & AGE<=3.5",0,0.904,0.299224
761,1,0.359,0.167,"PR_HT %in% c('1','5')",0,0.833,0.299047
2858,1,0.37,0.194,HW_EDU %in% c('2'),0,0.806,0.29822
559,1,0.374,0.204,"PA_SWK_S %in% c('0','2')",0,0.796,0.297704
1465,2,0.359,0.171,"WC_MN %in% c('1','3','4') & GRADE %in% c('4','5','6')",0,0.829,0.297611
614,1,0.355,0.165,PR_HT %in% c('1'),0,0.835,0.296425
4594,2,0.355,0.165,"PR_HT %in% c('1','2') & F_CS_F07 %in% c('7')",0,0.835,0.296425
2467,2,0.369,0.197,"M_SLP_EN %in% c('2','3','4','5') & E_EDU_F %in% c('1','8888')",0,0.803,0.296307
3879,2,0.341,0.136,"PR_HT %in% c('1','2') & AGE<=3.5",0,0.864,0.294624
1933,1,0.367,0.2,"I_SB_FR %in% c('1','3','4','5')",0,0.8,0.2936
583,2,0.367,0.206,"HW_S_R %in% c('2','3','6','7','10') & TC_GHW_QT %in% c('1','3','9999')",0,0.794,0.291398
1202,1,0.367,0.206,"HW_S_R %in% c('3','4','5','7','8','10')",0,0.794,0.291398
152,1,0.342,0.148,"GRADE %in% c('1','2')",0,0.852,0.291384
490,1,0.348,0.164,"GRADE %in% c('1','3')",0,0.836,0.290928
453,2,0.334,0.13,"WC_MN_M03 %in% c('0','9999') & E_EDU_F %in% c('2','3')",0,0.87,0.29058
882,1,0.372,0.219,"PA_TOT %in% c('1','2')",0,0.781,0.290532
1980,1,0.372,0.226,"PA_VIG %in% c('1','3')",0,0.774,0.287928
1864,2,0.331,0.131,"WC_MN_M03 %in% c('0','9999') & TC_GHW_QT %in% c('2','9999')",0,0.869,0.287639
2484,1,0.358,0.202,"HW_S_R %in% c('3','4','5','6','8','9','10')",0,0.798,0.285684
2048,2,0.327,0.132,"WC_MN_M03 %in% c('0','9999') & E_EDU_F %in% c('1','8888','9999')",0,0.868,0.283836
3768,2,0.323,0.122,"F_FRUIT %in% c('1','4','5','6','7') & WC_MN_M03 %in% c('0','9999')",0,0.878,0.283594
473,1,0.352,0.196,INT_WD_MM %in% c('0'),0,0.804,0.283008
1771,1,0.352,0.196,"O_BR_FQ %in% c('1','4')",0,0.804,0.283008
5050,2,0.373,0.242,"M_SLP_EN %in% c('1','2','4','5') & AGE>3.5",0,0.758,0.282734
3597,2,0.332,0.149,"TC_EC_MN %in% c('0') & GRADE %in% c('1','2')",0,0.851,0.282532
1170,3,0.311,0.097,"PR_HT %in% c('1','2') & WC_MN_M03 %in% c('0','9999') & HW_SPGO_H %in% c('1')",0,0.903,0.280833
1451,2,0.328,0.148,"TC_SND_S %in% c('1','2','3') & GRADE %in% c('1','2')",0,0.852,0.279456
2386,1,0.337,0.171,"PA_MSC %in% c('4','5','6')",0,0.829,0.279373
2507,3,0.316,0.116,"PR_HT %in% c('1','2','4') & PA_MSC %in% c('2','3','4','5','6') & WC_MN %in% c('1','4')",0,0.884,0.279344
4503,1,0.343,0.187,"INT_WK_MM %in% c('0','1')",0,0.813,0.278859
5262,1,0.351,0.206,"PA_SWK_S %in% c('0','3')",0,0.794,0.278694
1416,2,0.32,0.131,"WC_MN_M03 %in% c('0','9999') & E_EDU_F %in% c('8888','9999')",0,0.869,0.27808
1354,1,0.347,0.201,"E_EDU_F %in% c('1','3','9999')",0,0.799,0.277253
957,1,0.356,0.223,F_CS_F04 %in% c('4'),0,0.777,0.276612
2567,2,0.315,0.122,"WC_MN_M03 %in% c('0','9999') & TC_GHW_QT %in% c('4')",0,0.878,0.27657
2494,2,0.315,0.123,"PR_HT %in% c('2','5') & WC_MN %in% c('1','3','4')",0,0.877,0.276255
3710,2,0.312,0.118,"WC_MN_M03 %in% c('0','9999') & E_SES %in% c('1','2')",0,0.882,0.275184
1983,4,0.306,0.102,"PR_HT %in% c('1','2') & WC_MN_M03 %in% c('0','9999') & HW_SPGO_H %in% c('1','2') & I_SB_FR %in% c('2')",0,0.898,0.274788
1394,2,0.342,0.198,"HW_S_R %in% c('1','2','3','5','6','8','9') & E_EDU_M %in% c('1','8888')",0,0.802,0.274284
2181,2,0.308,0.111,"WC_MN_M03 %in% c('0','9999') & E_S_RCRD %in% c('1','2')",0,0.889,0.273812
33,1,0.339,0.193,O_BR_FQ %in% c('4'),0,0.807,0.273573
22,1,0.343,0.204,F_CS %in% c('1'),0,0.796,0.273028
1848,1,0.357,0.237,PA_MSC %in% c('1'),0,0.763,0.272391
