,M_SLP_HR_K,M_WK_HR_K,일어난 시각 - 잠에 든 시각,절대값
48128,24.0,8.0,-16.0,16.0
48129,23.0,8.0,-15.0,15.0
48130,1.0,11.0,10.0,10.0
48133,4.0,9.0,5.0,5.0
48134,1.0,11.0,10.0,10.0
48136,22.0,8.0,-14.0,14.0
48137,22.0,8.0,-14.0,14.0
48138,2.0,11.0,9.0,9.0
48139,24.0,10.0,-14.0,14.0
48140,1.0,9.0,8.0,8.0
48142,2.0,10.0,8.0,8.0
48143,3.0,11.0,8.0,8.0
48144,24.0,10.0,-14.0,14.0
48146,2.0,12.0,10.0,10.0
48147,4.0,12.0,8.0,8.0
48149,23.0,6.0,-17.0,17.0
48150,23.0,9.0,-14.0,14.0
48151,23.0,8.0,-15.0,15.0
48152,12.0,8.0,-4.0,4.0
48153,1.0,10.0,9.0,9.0
48158,1.0,11.0,10.0,10.0
48160,23.0,9.0,-14.0,14.0
48161,1.0,10.0,9.0,9.0
48165,1.0,11.0,10.0,10.0
48166,2.0,12.0,10.0,10.0
48167,3.0,7.0,4.0,4.0
48168,1.0,11.0,10.0,10.0
48173,24.0,7.0,-17.0,17.0
48174,3.0,13.0,10.0,10.0
48176,3.0,14.0,11.0,11.0
48177,2.0,10.0,8.0,8.0
48178,24.0,10.0,-14.0,14.0
48181,24.0,8.0,-16.0,16.0
48182,3.0,9.0,6.0,6.0
48183,1.0,10.0,9.0,9.0
48184,24.0,8.0,-16.0,16.0
48192,23.0,7.0,-16.0,16.0
48193,24.0,9.0,-15.0,15.0
48194,2.0,12.0,10.0,10.0
48195,23.0,9.0,-14.0,14.0
48196,2.0,8.0,6.0,6.0
48197,2.0,21.0,19.0,19.0
48204,1.0,6.0,5.0,5.0
48205,22.0,7.0,-15.0,15.0
48210,22.0,6.0,-16.0,16.0
48211,24.0,8.0,-16.0,16.0
48212,24.0,9.0,-15.0,15.0
48213,23.0,10.0,-13.0,13.0
48214,23.0,11.0,-12.0,12.0
48215,2.0,8.0,6.0,6.0
48218,23.0,10.0,-13.0,13.0
48219,1.0,9.0,8.0,8.0
48224,24.0,10.0,-14.0,14.0
48225,1.0,22.0,21.0,21.0
48226,2.0,12.0,10.0,10.0
48227,24.0,8.0,-16.0,16.0
48234,4.0,11.0,7.0,7.0
48235,2.0,9.0,7.0,7.0
48236,24.0,7.0,-17.0,17.0
48237,24.0,8.0,-16.0,16.0
48238,23.0,9.0,-14.0,14.0
48239,24.0,9.0,-15.0,15.0
48244,13.0,9.0,-4.0,4.0
48245,1.0,9.0,8.0,8.0
48246,2.0,9.0,7.0,7.0
48247,24.0,5.0,-19.0,19.0
48248,1.0,13.0,12.0,12.0
48251,3.0,9.0,6.0,6.0
48256,24.0,9.0,-15.0,15.0
48257,1.0,10.0,9.0,9.0
48258,3.0,14.0,11.0,11.0
48261,24.0,7.0,-17.0,17.0
48267,1.0,11.0,10.0,10.0
48268,2.0,11.0,9.0,9.0
48273,23.0,5.0,-18.0,18.0
48274,23.0,8.0,-15.0,15.0
48275,2.0,7.0,5.0,5.0
48276,1.0,7.0,6.0,6.0
48277,24.0,11.0,-13.0,13.0
48278,24.0,8.0,-16.0,16.0
48282,24.0,9.0,-15.0,15.0
48284,13.0,10.0,-3.0,3.0
48286,3.0,12.0,9.0,9.0
48291,1.0,9.0,8.0,8.0
48292,1.0,9.0,8.0,8.0
48293,2.0,10.0,8.0,8.0
48297,22.0,8.0,-14.0,14.0
48299,1.0,10.0,9.0,9.0
48301,24.0,8.0,-16.0,16.0
48303,24.0,12.0,-12.0,12.0
48304,23.0,7.0,-16.0,16.0
48308,23.0,9.0,-14.0,14.0
48309,24.0,7.0,-17.0,17.0
48310,24.0,10.0,-14.0,14.0
48312,2.0,9.0,7.0,7.0
48316,23.0,11.0,-12.0,12.0
48318,1.0,10.0,9.0,9.0
48323,2.0,11.0,9.0,9.0
48324,24.0,10.0,-14.0,14.0
48328,1.0,11.0,10.0,10.0
48329,24.0,9.0,-15.0,15.0
48330,4.0,12.0,8.0,8.0
48331,23.0,9.0,-14.0,14.0
48332,23.0,8.0,-15.0,15.0
48334,1.0,11.0,10.0,10.0
48336,2.0,10.0,8.0,8.0
48337,23.0,5.0,-18.0,18.0
48340,2.0,10.0,8.0,8.0
48342,2.0,13.0,11.0,11.0
48344,4.0,9.0,5.0,5.0
48345,24.0,8.0,-16.0,16.0
48346,2.0,9.0,7.0,7.0
48351,1.0,11.0,10.0,10.0
48352,24.0,8.0,-16.0,16.0
48359,24.0,9.0,-15.0,15.0
48361,3.0,12.0,9.0,9.0
48362,23.0,9.0,-14.0,14.0
48372,3.0,10.0,7.0,7.0
48373,2.0,8.0,6.0,6.0
48374,24.0,10.0,-14.0,14.0
48375,23.0,10.0,-13.0,13.0
48382,1.0,11.0,10.0,10.0
48383,23.0,9.0,-14.0,14.0
48384,3.0,11.0,8.0,8.0
48385,11.0,9.0,-2.0,2.0
48386,24.0,9.0,-15.0,15.0
48387,1.0,8.0,7.0,7.0
48388,2.0,10.0,8.0,8.0
48389,23.0,9.0,-14.0,14.0
48390,3.0,11.0,8.0,8.0
48391,4.0,6.0,2.0,2.0
48395,22.0,8.0,-14.0,14.0
48396,1.0,9.0,8.0,8.0
48399,24.0,8.0,-16.0,16.0
48401,14.0,11.0,-3.0,3.0
48402,24.0,11.0,-13.0,13.0
48403,2.0,9.0,7.0,7.0
48407,1.0,18.0,17.0,17.0
48408,11.0,20.0,9.0,9.0
48409,24.0,9.0,-15.0,15.0
48410,1.0,9.0,8.0,8.0
48411,1.0,13.0,12.0,12.0
48412,1.0,10.0,9.0,9.0
48413,23.0,9.0,-14.0,14.0
48414,2.0,2.0,0.0,0.0
48416,3.0,10.0,7.0,7.0
48417,3.0,14.0,11.0,11.0
48431,23.0,8.0,-15.0,15.0
48432,1.0,8.0,7.0,7.0
48433,2.0,9.0,7.0,7.0
48434,2.0,10.0,8.0,8.0
48435,12.0,13.0,1.0,1.0
48436,3.0,9.0,6.0,6.0
48437,1.0,9.0,8.0,8.0
48438,4.0,24.0,20.0,20.0
48439,22.0,11.0,-11.0,11.0
48440,1.0,1.0,0.0,0.0
48441,24.0,8.0,-16.0,16.0
48442,3.0,10.0,7.0,7.0
48443,24.0,15.0,-9.0,9.0
48444,1.0,6.0,5.0,5.0
48462,24.0,8.0,-16.0,16.0
48463,23.0,10.0,-13.0,13.0
48465,1.0,8.0,7.0,7.0
48466,2.0,11.0,9.0,9.0
48470,24.0,9.0,-15.0,15.0
48471,2.0,10.0,8.0,8.0
48472,24.0,10.0,-14.0,14.0
48473,2.0,9.0,7.0,7.0
48474,24.0,9.0,-15.0,15.0
48475,22.0,8.0,-14.0,14.0
48476,23.0,6.0,-17.0,17.0
48477,24.0,9.0,-15.0,15.0
48479,3.0,12.0,9.0,9.0
48491,2.0,10.0,8.0,8.0
48494,3.0,11.0,8.0,8.0
48496,4.0,12.0,8.0,8.0
48497,1.0,9.0,8.0,8.0
48498,2.0,10.0,8.0,8.0
48499,2.0,9.0,7.0,7.0
48500,1.0,9.0,8.0,8.0
48501,24.0,10.0,-14.0,14.0
48502,23.0,6.0,-17.0,17.0
48503,2.0,9.0,7.0,7.0
48511,3.0,12.0,9.0,9.0
48512,3.0,8.0,5.0,5.0
48514,1.0,9.0,8.0,8.0
48515,1.0,20.0,19.0,19.0
48519,3.0,9.0,6.0,6.0
48520,3.0,9.0,6.0,6.0
48523,1.0,8.0,7.0,7.0
48526,1.0,8.0,7.0,7.0
48527,3.0,10.0,7.0,7.0
48528,13.0,10.0,-3.0,3.0
48529,3.0,9.0,6.0,6.0
48530,3.0,11.0,8.0,8.0
48531,1.0,15.0,14.0,14.0
48533,23.0,8.0,-15.0,15.0
48534,24.0,10.0,-14.0,14.0
48535,23.0,8.0,-15.0,15.0
48540,23.0,6.0,-17.0,17.0
48541,1.0,7.0,6.0,6.0
48542,1.0,7.0,6.0,6.0
48543,12.0,8.0,-4.0,4.0
48544,24.0,10.0,-14.0,14.0
48547,24.0,11.0,-13.0,13.0
48550,1.0,10.0,9.0,9.0
48551,12.0,13.0,1.0,1.0
48555,23.0,10.0,-13.0,13.0
48556,23.0,8.0,-15.0,15.0
48557,23.0,8.0,-15.0,15.0
48562,24.0,11.0,-13.0,13.0
48563,12.0,8.0,-4.0,4.0
48564,23.0,8.0,-15.0,15.0
48567,1.0,8.0,7.0,7.0
48568,24.0,7.0,-17.0,17.0
48573,23.0,8.0,-15.0,15.0
48574,3.0,10.0,7.0,7.0
48575,2.0,10.0,8.0,8.0
48579,2.0,10.0,8.0,8.0
48580,24.0,8.0,-16.0,16.0
48581,24.0,7.0,-17.0,17.0
48582,3.0,3.0,0.0,0.0
48583,1.0,3.0,2.0,2.0
48584,23.0,6.0,-17.0,17.0
48585,3.0,6.0,3.0,3.0
48586,2.0,12.0,10.0,10.0
48589,11.0,9.0,-2.0,2.0
48593,12.0,22.0,10.0,10.0
48594,2.0,13.0,11.0,11.0
48595,2.0,10.0,8.0,8.0
48596,2.0,6.0,4.0,4.0
48600,24.0,9.0,-15.0,15.0
48602,2.0,9.0,7.0,7.0
48603,1.0,10.0,9.0,9.0
48604,3.0,15.0,12.0,12.0
48606,6.0,9.0,3.0,3.0
48614,3.0,12.0,9.0,9.0
48615,24.0,12.0,-12.0,12.0
48618,2.0,8.0,6.0,6.0
48619,24.0,10.0,-14.0,14.0
48620,4.0,9.0,5.0,5.0
48621,1.0,12.0,11.0,11.0
48624,22.0,22.0,0.0,0.0
48625,23.0,9.0,-14.0,14.0
48626,24.0,9.0,-15.0,15.0
48627,24.0,7.0,-17.0,17.0
48628,1.0,10.0,9.0,9.0
48629,23.0,8.0,-15.0,15.0
48635,1.0,8.0,7.0,7.0
48636,23.0,9.0,-14.0,14.0
48643,3.0,12.0,9.0,9.0
48644,22.0,9.0,-13.0,13.0
48645,1.0,10.0,9.0,9.0
48646,23.0,6.0,-17.0,17.0
48647,23.0,9.0,-14.0,14.0
48648,1.0,18.0,17.0,17.0
48649,23.0,7.0,-16.0,16.0
48652,23.0,12.0,-11.0,11.0
48653,2.0,9.0,7.0,7.0
48654,2.0,10.0,8.0,8.0
48655,1.0,7.0,6.0,6.0
48663,24.0,9.0,-15.0,15.0
48664,23.0,8.0,-15.0,15.0
48665,22.0,6.0,-16.0,16.0
48666,12.0,8.0,-4.0,4.0
48667,23.0,10.0,-13.0,13.0
48668,23.0,10.0,-13.0,13.0
48671,2.0,12.0,10.0,10.0
48672,23.0,8.0,-15.0,15.0
48673,24.0,8.0,-16.0,16.0
48674,23.0,10.0,-13.0,13.0
48678,23.0,14.0,-9.0,9.0
48679,2.0,11.0,9.0,9.0
48680,3.0,9.0,6.0,6.0
48681,2.0,9.0,7.0,7.0
48682,5.0,9.0,4.0,4.0
48683,2.0,8.0,6.0,6.0
48684,23.0,7.0,-16.0,16.0
48685,3.0,10.0,7.0,7.0
48686,13.0,10.0,-3.0,3.0
48687,24.0,8.0,-16.0,16.0
48688,24.0,8.0,-16.0,16.0
48689,23.0,9.0,-14.0,14.0
48690,23.0,21.0,-2.0,2.0
48691,1.0,8.0,7.0,7.0
48692,23.0,6.0,-17.0,17.0
48707,15.0,11.0,-4.0,4.0
48708,2.0,6.0,4.0,4.0
48709,3.0,22.0,19.0,19.0
48710,23.0,7.0,-16.0,16.0
48711,23.0,7.0,-16.0,16.0
48714,3.0,11.0,8.0,8.0
48715,22.0,7.0,-15.0,15.0
48716,24.0,8.0,-16.0,16.0
48717,24.0,6.0,-18.0,18.0
48718,24.0,6.0,-18.0,18.0
48722,2.0,9.0,7.0,7.0
48723,24.0,9.0,-15.0,15.0
48724,3.0,9.0,6.0,6.0
48731,24.0,19.0,-5.0,5.0
48732,24.0,10.0,-14.0,14.0
48734,23.0,8.0,-15.0,15.0
48737,1.0,9.0,8.0,8.0
48738,24.0,9.0,-15.0,15.0
48740,2.0,10.0,8.0,8.0
48741,4.0,12.0,8.0,8.0
48742,3.0,12.0,9.0,9.0
48743,24.0,8.0,-16.0,16.0
48744,24.0,8.0,-16.0,16.0
48745,23.0,9.0,-14.0,14.0
48748,3.0,10.0,7.0,7.0
48749,23.0,9.0,-14.0,14.0
48752,2.0,8.0,6.0,6.0
48763,1.0,9.0,8.0,8.0
48764,11.0,8.0,-3.0,3.0
48765,24.0,11.0,-13.0,13.0
48766,23.0,9.0,-14.0,14.0
48767,24.0,10.0,-14.0,14.0
48770,24.0,8.0,-16.0,16.0
48771,24.0,9.0,-15.0,15.0
48772,2.0,11.0,9.0,9.0
48773,22.0,8.0,-14.0,14.0
48774,4.0,12.0,8.0,8.0
48779,4.0,8.0,4.0,4.0
48780,2.0,8.0,6.0,6.0
48781,1.0,10.0,9.0,9.0
48791,1.0,9.0,8.0,8.0
48792,3.0,12.0,9.0,9.0
48793,1.0,11.0,10.0,10.0
48794,4.0,12.0,8.0,8.0
48873,24.0,9.0,-15.0,15.0
48881,3.0,9.0,6.0,6.0
48882,4.0,8.0,4.0,4.0
48883,2.0,11.0,9.0,9.0
48884,10.0,10.0,0.0,0.0
48887,1.0,8.0,7.0,7.0
48888,24.0,7.0,-17.0,17.0
48889,24.0,10.0,-14.0,14.0
48890,24.0,9.0,-15.0,15.0
48895,20.0,6.0,-14.0,14.0
48896,24.0,10.0,-14.0,14.0
48897,1.0,10.0,9.0,9.0
48898,2.0,9.0,7.0,7.0
48902,24.0,6.0,-18.0,18.0
48903,24.0,10.0,-14.0,14.0
48904,1.0,7.0,6.0,6.0
48906,2.0,13.0,11.0,11.0
48907,24.0,9.0,-15.0,15.0
48908,3.0,12.0,9.0,9.0
48909,23.0,4.0,-19.0,19.0
48910,12.0,10.0,-2.0,2.0
48915,1.0,11.0,10.0,10.0
48916,23.0,9.0,-14.0,14.0
48917,3.0,10.0,7.0,7.0
48918,4.0,9.0,5.0,5.0
48919,24.0,12.0,-12.0,12.0
48920,23.0,19.0,-4.0,4.0
48928,3.0,9.0,6.0,6.0
48932,2.0,9.0,7.0,7.0
48933,1.0,12.0,11.0,11.0
48934,24.0,9.0,-15.0,15.0
48935,24.0,11.0,-13.0,13.0
48940,22.0,9.0,-13.0,13.0
48945,4.0,12.0,8.0,8.0
48947,2.0,9.0,7.0,7.0
48950,5.0,12.0,7.0,7.0
48951,4.0,9.0,5.0,5.0
48954,24.0,9.0,-15.0,15.0
48956,24.0,10.0,-14.0,14.0
48957,15.0,8.0,-7.0,7.0
48960,12.0,9.0,-3.0,3.0
48962,23.0,8.0,-15.0,15.0
48969,1.0,22.0,21.0,21.0
48970,24.0,9.0,-15.0,15.0
48971,22.0,9.0,-13.0,13.0
48973,24.0,7.0,-17.0,17.0
48974,22.0,8.0,-14.0,14.0
48975,1.0,7.0,6.0,6.0
48979,24.0,8.0,-16.0,16.0
48982,2.0,10.0,8.0,8.0
48985,3.0,10.0,7.0,7.0
48988,23.0,8.0,-15.0,15.0
48992,24.0,9.0,-15.0,15.0
48994,23.0,10.0,-13.0,13.0
48995,24.0,10.0,-14.0,14.0
48998,1.0,10.0,9.0,9.0
48999,24.0,10.0,-14.0,14.0
49003,13.0,20.0,7.0,7.0
49004,24.0,22.0,-2.0,2.0
49006,24.0,8.0,-16.0,16.0
49007,13.0,10.0,-3.0,3.0
49008,1.0,9.0,8.0,8.0
49009,1.0,10.0,9.0,9.0
49010,24.0,10.0,-14.0,14.0
49012,12.0,10.0,-2.0,2.0
49014,24.0,9.0,-15.0,15.0
49015,1.0,10.0,9.0,9.0
49018,24.0,12.0,-12.0,12.0
49021,24.0,7.0,-17.0,17.0
49024,23.0,6.0,-17.0,17.0
49029,3.0,10.0,7.0,7.0
49030,24.0,10.0,-14.0,14.0
49033,2.0,10.0,8.0,8.0
49035,24.0,11.0,-13.0,13.0
49036,1.0,8.0,7.0,7.0
49037,4.0,13.0,9.0,9.0
49038,22.0,11.0,-11.0,11.0
49039,24.0,12.0,-12.0,12.0
49044,24.0,9.0,-15.0,15.0
49045,1.0,8.0,7.0,7.0
49046,1.0,8.0,7.0,7.0
49047,23.0,10.0,-13.0,13.0
49048,23.0,8.0,-15.0,15.0
49049,24.0,8.0,-16.0,16.0
49054,23.0,13.0,-10.0,10.0
49055,24.0,9.0,-15.0,15.0
49056,24.0,21.0,-3.0,3.0
49057,2.0,9.0,7.0,7.0
49064,24.0,10.0,-14.0,14.0
49065,24.0,9.0,-15.0,15.0
49066,23.0,9.0,-14.0,14.0
49067,24.0,8.0,-16.0,16.0
49070,3.0,6.0,3.0,3.0
49076,13.0,12.0,-1.0,1.0
49077,24.0,9.0,-15.0,15.0
49078,2.0,10.0,8.0,8.0
49083,1.0,11.0,10.0,10.0
49085,24.0,9.0,-15.0,15.0
49086,22.0,8.0,-14.0,14.0
49087,24.0,10.0,-14.0,14.0
49088,24.0,8.0,-16.0,16.0
49093,24.0,10.0,-14.0,14.0
49094,23.0,12.0,-11.0,11.0
49095,22.0,8.0,-14.0,14.0
49096,23.0,8.0,-15.0,15.0
49097,3.0,10.0,7.0,7.0
49098,24.0,9.0,-15.0,15.0
49102,23.0,11.0,-12.0,12.0
49104,23.0,9.0,-14.0,14.0
49114,1.0,10.0,9.0,9.0
49115,5.0,10.0,5.0,5.0
49116,6.0,3.0,-3.0,3.0
49117,3.0,10.0,7.0,7.0
49118,2.0,11.0,9.0,9.0
49122,2.0,5.0,3.0,3.0
49123,23.0,9.0,-14.0,14.0
49124,2.0,10.0,8.0,8.0
49125,24.0,14.0,-10.0,10.0
49126,3.0,10.0,7.0,7.0
49128,2.0,10.0,8.0,8.0
49129,5.0,10.0,5.0,5.0
49130,24.0,9.0,-15.0,15.0
49131,24.0,5.0,-19.0,19.0
49132,2.0,8.0,6.0,6.0
49133,22.0,8.0,-14.0,14.0
49134,12.0,14.0,2.0,2.0
49136,24.0,11.0,-13.0,13.0
49137,2.0,10.0,8.0,8.0
49138,22.0,8.0,-14.0,14.0
49139,24.0,9.0,-15.0,15.0
49149,1.0,8.0,7.0,7.0
49150,1.0,9.0,8.0,8.0
49151,1.0,8.0,7.0,7.0
49152,23.0,7.0,-16.0,16.0
49153,23.0,7.0,-16.0,16.0
49158,13.0,11.0,-2.0,2.0
49164,24.0,11.0,-13.0,13.0
49165,22.0,8.0,-14.0,14.0
49166,2.0,10.0,8.0,8.0
49167,1.0,10.0,9.0,9.0
49168,22.0,21.0,-1.0,1.0
49169,1.0,10.0,9.0,9.0
49170,2.0,7.0,5.0,5.0
49171,15.0,14.0,-1.0,1.0
49172,2.0,10.0,8.0,8.0
49173,1.0,10.0,9.0,9.0
49179,23.0,8.0,-15.0,15.0
49180,1.0,11.0,10.0,10.0
49181,2.0,3.0,1.0,1.0
49182,5.0,11.0,6.0,6.0
49183,24.0,9.0,-15.0,15.0
49184,8.0,14.0,6.0,6.0
49185,24.0,11.0,-13.0,13.0
49186,3.0,11.0,8.0,8.0
49190,1.0,9.0,8.0,8.0
49193,2.0,8.0,6.0,6.0
49194,2.0,10.0,8.0,8.0
49195,24.0,8.0,-16.0,16.0
49196,11.0,7.0,-4.0,4.0
49197,4.0,9.0,5.0,5.0
49198,24.0,6.0,-18.0,18.0
49199,23.0,9.0,-14.0,14.0
49200,24.0,8.0,-16.0,16.0
49201,2.0,10.0,8.0,8.0
49202,1.0,9.0,8.0,8.0
49203,2.0,10.0,8.0,8.0
49204,1.0,11.0,10.0,10.0
49205,23.0,9.0,-14.0,14.0
49210,24.0,11.0,-13.0,13.0
49211,23.0,9.0,-14.0,14.0
49213,24.0,11.0,-13.0,13.0
49214,5.0,10.0,5.0,5.0
49223,2.0,9.0,7.0,7.0
49224,22.0,9.0,-13.0,13.0
49225,23.0,7.0,-16.0,16.0
49226,24.0,9.0,-15.0,15.0
49234,2.0,12.0,10.0,10.0
49235,4.0,11.0,7.0,7.0
49238,14.0,9.0,-5.0,5.0
49239,23.0,7.0,-16.0,16.0
49240,23.0,10.0,-13.0,13.0
49241,2.0,12.0,10.0,10.0
49243,23.0,8.0,-15.0,15.0
49245,13.0,8.0,-5.0,5.0
49246,1.0,8.0,7.0,7.0
49248,1.0,9.0,8.0,8.0
49249,23.0,8.0,-15.0,15.0
49250,2.0,11.0,9.0,9.0
49251,24.0,10.0,-14.0,14.0
49255,2.0,8.0,6.0,6.0
49257,22.0,7.0,-15.0,15.0
49261,3.0,15.0,12.0,12.0
49263,23.0,10.0,-13.0,13.0
49265,23.0,11.0,-12.0,12.0
49266,12.0,10.0,-2.0,2.0
49267,2.0,10.0,8.0,8.0
49268,2.0,11.0,9.0,9.0
49279,2.0,10.0,8.0,8.0
49280,1.0,10.0,9.0,9.0
49281,2.0,12.0,10.0,10.0
49282,2.0,9.0,7.0,7.0
49283,2.0,8.0,6.0,6.0
49286,1.0,8.0,7.0,7.0
49289,2.0,10.0,8.0,8.0
49290,1.0,10.0,9.0,9.0
49291,6.0,8.0,2.0,2.0
49292,1.0,10.0,9.0,9.0
49293,2.0,11.0,9.0,9.0
49294,2.0,5.0,3.0,3.0
49302,2.0,9.0,7.0,7.0
49303,1.0,9.0,8.0,8.0
49304,1.0,7.0,6.0,6.0
49305,23.0,8.0,-15.0,15.0
49306,2.0,10.0,8.0,8.0
49307,24.0,9.0,-15.0,15.0
49312,23.0,7.0,-16.0,16.0
49313,3.0,10.0,7.0,7.0
49314,24.0,11.0,-13.0,13.0
49315,3.0,10.0,7.0,7.0
49316,22.0,9.0,-13.0,13.0
49317,23.0,9.0,-14.0,14.0
49318,1.0,11.0,10.0,10.0
49319,1.0,5.0,4.0,4.0
49320,11.0,20.0,9.0,9.0
49321,22.0,8.0,-14.0,14.0
49322,1.0,7.0,6.0,6.0
49323,22.0,7.0,-15.0,15.0
49324,4.0,7.0,3.0,3.0
49325,23.0,8.0,-15.0,15.0
49326,3.0,7.0,4.0,4.0
49327,22.0,18.0,-4.0,4.0
49328,23.0,12.0,-11.0,11.0
49329,23.0,7.0,-16.0,16.0
49330,21.0,20.0,-1.0,1.0
49331,11.0,8.0,-3.0,3.0
49332,11.0,11.0,0.0,0.0
49333,1.0,10.0,9.0,9.0
49334,23.0,7.0,-16.0,16.0
49335,23.0,7.0,-16.0,16.0
49336,1.0,8.0,7.0,7.0
49337,1.0,10.0,9.0,9.0
49338,2.0,1.0,-1.0,1.0
49339,24.0,10.0,-14.0,14.0
49340,23.0,20.0,-3.0,3.0
49341,16.0,13.0,-3.0,3.0
49342,1.0,10.0,9.0,9.0
49343,4.0,9.0,5.0,5.0
49344,22.0,8.0,-14.0,14.0
49345,23.0,8.0,-15.0,15.0
49346,11.0,8.0,-3.0,3.0
49347,1.0,11.0,10.0,10.0
49348,24.0,21.0,-3.0,3.0
49349,3.0,13.0,10.0,10.0
49350,24.0,8.0,-16.0,16.0
49351,1.0,9.0,8.0,8.0
49352,1.0,9.0,8.0,8.0
49353,2.0,8.0,6.0,6.0
49354,22.0,7.0,-15.0,15.0
49355,1.0,11.0,10.0,10.0
49356,22.0,8.0,-14.0,14.0
49357,22.0,9.0,-13.0,13.0
49358,1.0,12.0,11.0,11.0
49359,23.0,9.0,-14.0,14.0
49360,24.0,8.0,-16.0,16.0
49361,4.0,9.0,5.0,5.0
49362,24.0,9.0,-15.0,15.0
49363,11.0,9.0,-2.0,2.0
49364,23.0,8.0,-15.0,15.0
49365,1.0,8.0,7.0,7.0
49366,1.0,9.0,8.0,8.0
49367,1.0,9.0,8.0,8.0
49368,1.0,9.0,8.0,8.0
49369,3.0,10.0,7.0,7.0
49370,4.0,14.0,10.0,10.0
49371,23.0,20.0,-3.0,3.0
49372,1.0,11.0,10.0,10.0
49373,1.0,10.0,9.0,9.0
49375,23.0,10.0,-13.0,13.0
49376,24.0,8.0,-16.0,16.0
49377,23.0,20.0,-3.0,3.0
49383,1.0,9.0,8.0,8.0
49384,2.0,10.0,8.0,8.0
49385,23.0,10.0,-13.0,13.0
49386,12.0,8.0,-4.0,4.0
49387,12.0,9.0,-3.0,3.0
49391,24.0,6.0,-18.0,18.0
49392,23.0,8.0,-15.0,15.0
49393,23.0,8.0,-15.0,15.0
49394,22.0,21.0,-1.0,1.0
49395,24.0,9.0,-15.0,15.0
49396,24.0,8.0,-16.0,16.0
49399,3.0,9.0,6.0,6.0
49405,2.0,12.0,10.0,10.0
49406,1.0,9.0,8.0,8.0
49411,11.0,8.0,-3.0,3.0
49412,24.0,9.0,-15.0,15.0
49413,22.0,7.0,-15.0,15.0
49414,3.0,11.0,8.0,8.0
49415,2.0,13.0,11.0,11.0
49420,23.0,8.0,-15.0,15.0
49421,11.0,9.0,-2.0,2.0
49422,22.0,8.0,-14.0,14.0
49423,23.0,8.0,-15.0,15.0
49425,1.0,11.0,10.0,10.0
49426,23.0,11.0,-12.0,12.0
49432,24.0,8.0,-16.0,16.0
49433,24.0,21.0,-3.0,3.0
49434,24.0,10.0,-14.0,14.0
49435,24.0,8.0,-16.0,16.0
49438,1.0,10.0,9.0,9.0
49445,24.0,10.0,-14.0,14.0
49446,24.0,10.0,-14.0,14.0
49447,3.0,10.0,7.0,7.0
49448,3.0,9.0,6.0,6.0
49449,1.0,8.0,7.0,7.0
49450,22.0,4.0,-18.0,18.0
49455,22.0,10.0,-12.0,12.0
49456,2.0,8.0,6.0,6.0
49457,3.0,21.0,18.0,18.0
49458,24.0,10.0,-14.0,14.0
49459,23.0,9.0,-14.0,14.0
49466,4.0,10.0,6.0,6.0
49467,2.0,12.0,10.0,10.0
49468,24.0,8.0,-16.0,16.0
49469,2.0,8.0,6.0,6.0
49470,2.0,11.0,9.0,9.0
49471,1.0,12.0,11.0,11.0
49472,1.0,8.0,7.0,7.0
49476,1.0,10.0,9.0,9.0
49478,2.0,10.0,8.0,8.0
49480,3.0,12.0,9.0,9.0
49481,24.0,11.0,-13.0,13.0
49482,22.0,9.0,-13.0,13.0
49483,1.0,11.0,10.0,10.0
49486,22.0,7.0,-15.0,15.0
49487,22.0,8.0,-14.0,14.0
49488,22.0,10.0,-12.0,12.0
49489,1.0,9.0,8.0,8.0
49490,1.0,10.0,9.0,9.0
49491,1.0,8.0,7.0,7.0
49497,3.0,13.0,10.0,10.0
49499,5.0,12.0,7.0,7.0
49500,1.0,8.0,7.0,7.0
49501,23.0,7.0,-16.0,16.0
49502,24.0,10.0,-14.0,14.0
49503,4.0,14.0,10.0,10.0
49504,24.0,8.0,-16.0,16.0
49513,24.0,10.0,-14.0,14.0
49517,24.0,9.0,-15.0,15.0
49518,23.0,9.0,-14.0,14.0
49519,2.0,10.0,8.0,8.0
49520,2.0,13.0,11.0,11.0
49521,23.0,9.0,-14.0,14.0
49523,24.0,7.0,-17.0,17.0
49524,2.0,11.0,9.0,9.0
49525,23.0,9.0,-14.0,14.0
49526,3.0,7.0,4.0,4.0
49527,2.0,11.0,9.0,9.0
49528,12.0,7.0,-5.0,5.0
49529,12.0,9.0,-3.0,3.0
49531,23.0,7.0,-16.0,16.0
49535,1.0,8.0,7.0,7.0
49536,1.0,10.0,9.0,9.0
49538,3.0,14.0,11.0,11.0
49539,24.0,10.0,-14.0,14.0
49544,24.0,6.0,-18.0,18.0
49545,24.0,8.0,-16.0,16.0
49547,3.0,10.0,7.0,7.0
49548,12.0,8.0,-4.0,4.0
49549,3.0,16.0,13.0,13.0
49550,24.0,10.0,-14.0,14.0
49553,24.0,9.0,-15.0,15.0
49555,23.0,8.0,-15.0,15.0
49560,3.0,10.0,7.0,7.0
49564,24.0,7.0,-17.0,17.0
49565,23.0,9.0,-14.0,14.0
49566,3.0,8.0,5.0,5.0
49568,24.0,7.0,-17.0,17.0
49569,1.0,7.0,6.0,6.0
49570,24.0,20.0,-4.0,4.0
49571,1.0,9.0,8.0,8.0
49572,22.0,7.0,-15.0,15.0
49573,24.0,9.0,-15.0,15.0
49578,5.0,11.0,6.0,6.0
